"FoodNumber","FoodGroupCode","FoodName","FoodCategory","Base","Units","Description","Dilution","Comment","EdiblePortion","ACAR","ALCO","BCAR","BCRYPT","BIOT","CA","CHO","CHOL","CL","CMON","CN3","CN6","CU","ENGFIB","FAT","FE","FOLT","FRUCT","GLUC","HFE","I","K","KCALS","KJ","LACT","MALT","MG","MILK","MN","NA","NCF","NHFE","NIACEQU","NMILK","OSUG","P","PANTO","PROT","RET","RIBO","SATFA","SE","STAR","SUCR","THIA","TOTCAR","TOTNIT","TOTSUG","TRANS","VITA","VITB12","VITB6","VITC","VITD","VITE","WATER","ZN","Fruit","DriedFruit","FruitJuice","SmoothieFruit","Tomatoes","TomatoPuree","Brassicaceae","YellowRedGreen","Beans","Nuts","OtherVeg","Beef","Lamb","Pork","ProcessRedMeat","OtherRedMeat","Burgers","Sausages","Offal","Poultry","ProcessedPoultry","GameBirds","WhiteFish","OilyFish","CannedTuna","Shellfish","CottageCheese","CheddarCheese","OtherCheese","AllCheese","AllFish","AllMeat","AllAnimal","CO2e","CO2eRef","FoodAisle"
"7617","4R","OATMEAL BREAD","F","100","Grams","Original data (1991) based on granary bread","1"," ","1","0","0","0","0","6","77","46.3","0","930",".73",".09",".92",".18","4.3","2.7","2.7","90","0","1.7","0","5","190","235","999","0","0","59","2.2","1.4","580","5.83","2.7","4.9","0","0","180",".6","9.3","0",".11",".73","4","44.1",".5",".3","0","1.6","2.3",".08","0","0",".2","0","0",".2","35.4","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,150.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7618","4R","BREAD OATMEAL TOASTED","R","100","Grams"," ","1"," ","1","0","0","0","0","7","86","51.4","0","1033",".81",".1","1.02",".2","4.8","3","3","100","0","1.9","0","6","211","261","1110","0","0","66","2.4","1.56","644","6.48","3","5.4","0","0","200",".7","10.3","0",".12",".81","4","49",".6",".28","0","1.8","2.6",".09","0","0",".2","0","0",".2","28.2","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,150.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7620","59R","ROLLS BROWN GRANARY WHEATGERM CRUSTY","F","100","Grams"," ","1","nutrient analysis of bread. LGC 1999. average of samples 17&18. Na revised in line with MW7 bread rolls malted wheat GS 13/01/2014","1","0","0","0","0","2","196","43.7","0","791",".88",".21","1.67",".17","3.7","3.7","2","68",".5",".4","0","7","203","237","1004","0","2","42","2.9",".98","370","5.7","2","5.6","0",".1","148",".5","9.9","0",".12",".86","5","40.9","0",".26","0","1.7","2.9",".03","0","0",".2","0","0",".1","35.4","1.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7621","59R","BROWN, GRANARY, WHEATGERM ROLLS, SOFT, NOT FORTIFIED EG NOT MORRISONS","F","100","Grams"," ","1","nutrient analysis of bread. LGC 1999. Average of Sample 17&18. Code updated for NDNS rolling prog pilot study.  12/12/06 NK. Na revised in line with MW7 GS 13/01/2014","1","0","0","0","0","2","196","43.7","0","640",".88",".21","1.67",".17","3.7","3.7","2","68",".5",".4","0","7","203","237","1004","0","2","42","2.9",".98","380","5.7","2","5.6","0",".1","148",".5","9.9","0",".12",".86","5","40.9","0",".26","0","1.7","2.9",".03","0","0",".2","0","0",".1","35.5","1.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7622","2R","NAAN BREAD PLAIN","F","100","Grams","Update based on 8 products 6 brands 17.06.11 RS","1","Nutrient analysis of bread. LGC 1999. Sample 21. Na updated 10/08/09 EF. Fat profile and energy updated 17.06.11 RS. Na revised in line with MW7 GS 13/01/14","1","0","0","11","0","2","187","50.1","5","644","2.97",".24","1.09",".09","2","5.4","1.6","15",".7",".7","0","19","172","268","1135",".4","1.3","21","3.1",".45","360","5.7","1.6","4.8","0","0","299",".3","7.8","5",".05",".84","0","47","0",".27","11","1.4","3.1",".05","7","0",".2","0",".12",".6","30.8",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,162.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7623","5R","BRAN FLAKES, OWN BRAND, NOT KELLOGGS","F","100","Grams","RPyr1based on manu' data (6prods). Upd  3prods,2 brands, RPyr2 23.6.09 RW._x000D_-RP yr2 08/04/10 EF.RPyr3 2br,3prod 2.6.10VK. Based on 2brands 6 prods 14.07.11 RS. RPyr5 P2 manu data SD 6/6/13_x000D_-","1","Manu Data/ M+W6 79/ FA Supp 20. 13/08/04 updated b/c project 2004 BH. RPyr1updateGH. RPyr2update23.6.09 RW RPyr3 (NaCl) 2/6/10 VK. NaCl adn ribofl updated 14.07.11 RS. RPyr5 P2 macro, Bvits, Nacl SD 6/6/13","1","0","0","0","0","5","49","74.4","0","620",".23",".06",".81",".43","13.3","2.1","14","400","2.1","1.6","0","0","445","340","1447","0",".4","111","4.1","2.44","410","5.83","14","16.7","13.1","0","339","6","10.4","0","1.47",".43","6","57.2","13.1","1.2","0","1.8","17.2","0","0","2","1.6","0","5",".8",".5","2.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,250.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7624","5R","BRANFLAKES WITH SULTANAS, OWN BRAND","F","100","Grams","RP Yr 1 update based on manu data (2 prods). Updated 2 prods from 2 diff brands,  RP Yr 2 23.6.09 RW. UPdate based on 2 brands 2 products 14.07.11 RS. RPyr5 P2 2 brands 2 prods SD 6/6/13","1","Manu Data/ FA Supp 20/ M+W6 101.11/08/04 update b/c proj 2004 BH_x000D_-RP Yr 1 update GH.H20, macros, energy, sugars, FA, vits, Fe (March 08). RP Yr 2 23.6.09 RW (Na, niacin profile). NaCl updated 14.07.11 RS. RPyr5 P2 Bvits SD 6/6/13","1","0","0","0","0","3","48","72.3","0","290",".3",".09","1.05",".57","9.1","1.9","9.8","280","12.6","11.6","0","0","564","321","1367","0","0","95","12.1","1.97","220","5.83","9.8","11.2","19.8","0","276","4.2","8.2","0","1",".44","4","40.5","7.7",".8","0","1.4","31.9",".02","0","1.8","1","0","3.5","1.1","5.8","1.6","0","26.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7626","6R","FROSTED CORNFLAKES, OWN BRAND, NOT KELLOGGS","F","100","Grams","RP Yr 1 update based on manu data (3 prods) Upd 3 prods from 3 brands RP Yr 2 23.6.09 RW.  RP yr2 08/04/10 EF. 3 brands 6 prods 14.07.11 RS. RPyr5 P2 3 brands 5 prods SD 6/6/13","1","Manu Data/ FA Supp 21/ M+W6 83/ 13/08/04 updated b/c project 2004 BH_x000D_-RP Yr 1 update GH. (March 08). RP Yr 2 23.6.09 RW (CHO, fibre, Na, folate, niacin). NaCl and fibre updated 14.07.11 RS. RPyr5 P2 Bvits SD 6/6/13","1","16","0","117","0","2","7","95","0","320",".1",".01",".09","0","1.4",".6","14","400","1","1.1","0","9","59","381","1626","0","0","9","2.2",".07","210","6.25","14","17.2","37.7","0","33","6","4.9","0","1.52",".3","5","55","37.7","1.22","125",".8","39.9","0","21","1.6","1.8","0","5",".1","3.1",".1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,283.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7629","5R","MUESLI WITH ADDED SUGAR, WITH EXTRA FRUIT AND NUTS E.G. SAINSBURY'S LUXURY MUESLI","F","100","Grams","RP Yr 1 update based on manufacturers' data (three products)._x000D_-Updated with 11 products from 5 brands, NDNS RP Yr 2 23.6.09 RW. RPyr5 P2 5 brands 8 prods SD 6/6/13","1","Manu Data/ FA Supp 25/ M+W6 87_x000D_-11/08/04 update b cereals proj 2004 BH_x000D_-RP Yr 1 update GH. Amended H20, macro, energy, sugars, FAs, NaCl (March 08)._x000D_-RP Yr 2 23.6.09 RW (protein, fat, fibre, water). RPyr5 P2 macros SD 6/6/13","1","0","0","93","0","6","93","63.3","2","70","3.96",".13","1.84",".39","8.7","9.8","3.3","45","10.3","10","0","19","531","360","1520","0","0","92","13.6","2.31","20","5.83","3.3","9.2","13.6","0","318",".6","8.5","0",".37","2.88","5","36.2","6.7",".17","93","1.5","27.1",".03","15","0",".5","0","0",".5","13.4","1.7","0","44.5","0","0","0","0","0","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7630","6R","RICE KRISPIES OWN BRAND NOT KELLOGGS","F","100","Grams","RP Yr 1 update based on manuf data (three products)._x000D_-3 products from 3 brands RP Yr 2 23.6.09 RW_x000D_-NDNS RPyr3 update based on 3 brands,3 products 2/6/10 VK. RPyr5 P2 3 brands 5 prods SD 6/6/13","1","Manu Data/C&CP 146 & 94_x000D_-13/08/04 updated b'fast cereals proj 2004 BH_x000D_-RP Yr1 GH.Amended macros, energy, sugars, fatty acids, vits, mins (March 08)._x000D_-RP Yr 2 23.6.09 RW (Na, niacin profile)_x000D_-RPyr3 (NaCl) 2/6/10 VK. RPyr5 P2 B vits SD 6/6/13","1","0","0","0","0","2","10","92.8","0","440",".3",".01",".39",".18","1.1","1.3","14","200",".4",".2","0","0","158","389","1659","0","0","45",".7",".9","300","5.95","14","17.2","9.5","0","151","6","7.4","0","1.52",".6","2","82.6","9.5","1.28","0","1.2","10.2","0","0","1.6","1.8","0","5",".2","3.3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7632","5R","WEETOS, CHOCOLATE COVERED RINGS","F","100","Grams","RP Yr 1 update based on manufacturer's data._x000D_-NDNS RP Yr 2 23.6.09 RW_x000D_-NDNS RP Yr4 14/3/12 DP. RPyr5 P2 1 brands 2 prods SD 6/6/13","1","Manu Data/ NDNS code 5357/ C&CP 157_x000D_-RP pilot  15/12/06 RT. Manu data_x000D_-Vit D for RP Y4. MD. 14/07/11.RPyr5 P2 fibre, B vits SD 6/6/13_x000D_-RP Yr 1  GH.  macronuts, energy, sugars, fatty acids (March 08)._x000D_-NDNS RP Yr 2 23.6.09 RW (fibre, Na, niacin)","1","0","0","0","0","3","36","81.4","0","140","1.76",".2",".89",".35","5.8","4.9","11.9","170",".1",".2","0","2","355","383","1627",".2","0","52",".4",".9","90","5.83","11.9","13.6","24.2","0","143","0","8.4","0","1.2","1","3","56.8","24.2",".9","0","1.4","24.7",".04","0","2.1","1.2","0","4.3",".8","3.3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,933.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7637","5R","NESTLE CHEERIOS MULTIGRAIN, NOT HONEY NUT","F","100","Grams","RP Yr 1 update based on manufacturer's data. Updated for NDNS RP yr4 14/07/11 (MD), macros. RPyr5 P2 manu data SD 6/6/13","1","Manu Data/ M+W6 83 & 84_x000D_-13/08/04 updated b'cereals project 2004 BH_x000D_-RP pilot 15/12/06 RT. Manu data_x000D_-RP Yr 1 GH. CHO, energy, sugars, fatty acids, vit C (March 08)._x000D_-RP Yr 2 23.6.09 RW (CHO, fibre, water, niacin). RPyr5 P2 micros SD 6/6/13","1","0","0","0","0","2","450","81","0","550","1.32",".05","1.3",".22","5.3","3.8","14.7","210","1",".9","0","0","219","372","1581","0",".5","54","2.4","1.76","500","5.83","14.7","14.1","19.9","0","240","4.8","8.5","0","1.2",".9","2","58.7","19.9","1.24","0","1.4","22.3","0","0","1.9","1.4","71","0",".2","2.5","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,467.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7641","5R","R.BREK FLAV. WHOLE MILK","R","100","Grams"," ","1"," ","1","0","0","16","0","4","320","15.5","11","80","1.16",".03",".46",".04","1.1","4.4","2","35",".1","0","0","25","185","115","489","3.7","0","26","3.8",".61","39","6.29","2","3","3.6","0","139",".5","4.4","26",".39","2.31","2","8.1","3.6",".18","16",".7","7.4",".06","29","1",".3","1.7",".72",".1","73.4",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7642","5R","R.BREK FLAV. SEMI SKIM","R","100","Grams"," ","1"," ","1","0","0","6","0","4","322","15.1","6","78",".73",".02",".42",".04","1.1","2.6","2","32",".1","0","0","16","186","98","413","3.2","0","26","3.4",".61","39","6.29","2","2.9","3.6","0","140",".5","4.5","12",".38","1.18","1","8.1","3.6",".18","6",".7","7",".06","13",".9",".3","1.7",".72",".1","75.1",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7643","5R","READY BREK FLAV. SKIMMED MILK","R","100","Grams"," ","1"," ","1","0","0","7","0","4","326","15.9","3","80",".46",".01",".38",".04","1.1","1.4","2","39",".1","0","0","18","191","90","382","4.1","0","27","4.2",".62","42","6.29","2","2.9","3.6","0","139",".5","4.5","0",".4",".43","2","8.1","3.6",".18","7",".7","7.8",".01","1","1",".3","1.7",".72",".1","76.3",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7644","5R","PORRIDGE MADE WITH BRAN AND WHOLE MILK AND ADDED SALT","R","100","Grams"," ","1","11/08/04 update breakfast cereals project 2004 BH","1","0","0","19","0","4","125","13.7","14","976","1.3",".03",".49",".06","1.2","5",".6","9","0","0","0","30","218","116","492","4.4","0","30","5.4",".54","618","7.35",".6","1.6","0",".9","157",".6","4.9","32",".22","2.61","2","8.3",".1",".1","19",".8","5.4",".07","35",".7",".1","1","0",".2","73.3",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7645","5R","PORRIDGE MADE WITH BRAN AND SEMI-SKIMMED MILK AND ADDED SALT","R","100","Grams"," ","1","11/08/04 update breakfast cereals project 2004 BH","1","0","0","7","0","4","127","13.2","7","974",".77",".02",".44",".06","1.2","2.7",".6","6","0","0","0","19","219","95","400","3.9","0","30","4.9",".54","618","7.35",".6","1.4","0",".9","159",".5","5.1","15",".21","1.24","1","8.3",".1",".1","7",".8","4.9",".07","16",".7",".1","1","0",".2","75.4",".8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7646","5R","PORRIDGE MADE WITH BRAN AND SKIMMED MILK AND ADDED SALT","R","100","Grams"," ","1","11/08/04 update breakfast cereals project 2004 BH","1","0","0","8","0","5","123","20.8","4","1643",".73",".02",".7",".11","2.2","2.1","1","14","0","0","0","20","255","120","507","4.4","0","47","6",".96","1054","7.29","1","2","0","1.5","194",".5","5.9","0",".21",".44","2","14.7",".1",".16","8","1","6",".01","1",".7",".1",".9","0",".2","67.2","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,259.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Bread, pasta, cereal"
"7649","7A","BREAD STICKS EG GRISSINI","F","100","Grams","Breadsticks from supermarkets","1","Updated for the NDNS RP Yr 1 MS (March 08) Updated for NDNS RP Yr2 (MS) with analytical data from N10039/sample 31. Updated I for NDNS RP yr2 08/04/10 EF","1","0","0","0","0","2","31","72.9","6","1140",".81",".03",".71",".21","2.1","8.1","2","21","0","0","0","0","202","389","1650","0","3.3","30","3.3",".57","817","5.7","2","3.6","0","0","120",".6","10.9","0",".02","6.01","6","69.6","0",".09","0","1.9","3.3","0","0","0",".1","0","0",".2","4.2",".9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"7650","7A","CORNISH WAFERS","F","100","Grams","Manufacturers data; 3 products","1","Code updated for the NDNS RP Yr1. MS. (March 08). Trans updated, MD, Nov09.","1","0","0","0","0","2","110","59.3","0","410","5.51",".36","7.06",".2","2.1","30.6","1.7","22","0","0","0","13","120","530","2218","0","1.5","25","1.5",".6","300","5.7","1.7","3.6","0","0","110",".3","8.1","0",".05","16.5","4","57.8","0",".23","0","1.4","1.5",".01","0","0",".1","0","0","1.3","4.3",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"7651","7A","COCONUT COOKIES AND BISCUITS","F","100","Grams","Originally C&C Products 184. Manufacturers data, 2 products","1","Selected micronutrients updated with data from N10039/sample 1 for NDNS RP Yr2 (MS) 26/06/09. Trans updated, MD, Nov09. Updated Biotin and iodine 08/04/10 EF for NDNS RP yr2. Updated Biotin & PA NDNS RP Yr3(HO) 26/05/10","1","0","0","0","0","2","95","67.6","22","380","5.38",".2","1.31",".12","2.9","20.6","1.6","9","0","1.4","0","0","155","460","1932","0","0","20","1.1",".64","403","5.7","1.6","2.4","29.8","0","106",".4","5.2","0",".02","10.8","3","36.7","29.5",".17","0",".9","30.9",".05","0","0",".1","0","0","2.7","1.2",".7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"7652","7A","WHOLEMEAL CRACKERS OR FARMHOUSE CRACKERS","F","100","Grams","C&C Products code 188. Manufacturers data; 4 brands, 6 products","1","Code updated and changed to a Food code for the NDNS RP Yr1. MS. (March 08). Trans updated, MD, Nov09.","1","0","0","0","0","7","79","68.7","35","750","3.45",".15","1.38",".29","6","11.9","2.4","22","0","0","0","3","251","410","1734",".2",".2","42","3.8","1","520","6.52","2.4","4.7","0","2.2","175",".6","11.5","0",".12","5.43","3","64.9","1.1",".26","0","1.7","3.8",".01","0","0",".2","0",".96","1.1","4.4","1.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"7653","7A","CRISPBREAD RYE WITH SESAME/ SUNFLOWER SEEDS","F","100","Grams","For Yr2 RP - used recipe of 83% 256, 5% 2168, 5% 24, 7% 2167- based on proportions of 2 Ryvita products","1","Changed to a Food code and updated for the NDNS RP Yr1. MS. March 08. Updated for NDNS RP Yr2 (MS) using N10039 data/ sample 27. Updated CHO profile and I 08/04/10 EF","1","0","0","1","0","13","75","57.5","0","296","2.07",".08","4.01",".52","12.9","7.8","3.2","38","0","0","0","2","521","326","1377","0",".5","125","3.4",".58","220","5.77","3.2","3.5","0",".4","343",".8","10","0",".06",".92","8","54.1","2.5",".42","1","1.7","3.4","0","0","0",".2","0","0","3.1","7.4","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
"7654","7A","C'BREAD NOTRYVITA POP/SES SEED","R","100","Grams"," ","1"," ","1","0","0","0","0","6","283","64.1","21","1226","11.1",".1","3.34",".22","2.3","26.2","2.5","38","0","0","0","1","263","506","2121","6.2","0","51","6.2",".87","885","5.74","2.5","4.5","0","0","273",".9","7.6","42",".1","10.18","5","57.9","0",".28","0","1.3","6.2",".09","42",".2",".1","0",".08","7.5","4.3","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.0,0.0,0.0,0.0,317.0,"From INTAKE24 GHGs by The Rowett Institute, University of Aberdeen, contact Ruth Slater\n","Cakes, biscuits, puddings"
