FoodNumber,FoodName,CO2e,CO2eRef
7812,"HADDOCK IN BREADCRUMBS FRIED IN BLENDED VEG OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7815,"HADDOCK IN BREADCRUMBS FRIED IN PUFA OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7816,"HADDOCK COATED IN FLOUR FRIED IN BLENDED VEG OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7817,"HADDOCK STEAMED NO BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7818,"HADDOCK POACHED IN MILK AND BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7819,"HADDOCK SMOKED POACHED IN WATER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7820,"HADDOCK SMOKED POACHED IN MILK AND BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7821,"PLAICE BAKED GRILLED NO BUTTER NO BONES NO SKIN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7822,"PLAICE BAKED/GRILLED WITH BUTTER NO BONES/SKIN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7823,"WHITING BAKED OR GRILLED NO BUTTER/BONES/SKIN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7824,"WHITING BAKED/GRILLED WITH BUTTER NO BONE/SKIN",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7825,"KIPPER BOIL IN BAG BOILED WITH BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7826,"SALMON, PINK, CANNED IN BRINE FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7827,"SALMON, PINK, CANNED IN BRINE NOT SKINLESS AND BONELESS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7828,"PILCHARDS CANNED IN BRINE FISH ONLY",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7829,"COCKLES CANNED BOTTLED NO SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7830,"MUSSELLS CANNED BOTTLED NO SHELLS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7831,"CRABSTICKS",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7837,"RED SNAPPER FRIED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
7839,"BAKED BEANS LOW FAT SAUSAGE", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
7840,"BAKED BEANS WITH PASTA", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
7842,"BROCCOLI-SPROUTING RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7843,"BROCCOLI-SPROUTING BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7844,"CABBAGE-JANUARY KING-RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7845,"CABBAGE-JANUARY KING-FRESH BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7846,"CABBAGE-SUMMER RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7847,"CABBAGE-SUMMER FRESH BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7848,"CHICORY-FRESH BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7852,"KOHL RABI-BOILED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7853,"LETTUCE-BUTTERHEAD-RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7854,"LETTUCE-COS-RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7855,"LETTUCE-ICEBERG RAW",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7856,"LETTUCE-WEBB",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7857,"PEPPERS-RED-FRESH UNCOOKED",  229,"Average of CO2e values for Tomatoes (G) from From Clune et al 2017, multiplied by1"
7858,"VEGETABLE SAUSAGE ROLL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7859,"VEGETABLE PASTY PURCHASED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7862,"POTATO SALAD", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7863,"CHIPS MICROWAVE ONLY", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7868,"THICK CRINKLE CRISPS EG REAL MC COYS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7870,"CRINKLE CRISPS FRIED IN HIGH OLEIC SUNF OIL EG WALKERS CRINKLES", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7871,"SQUARE CRISPS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7872,"POTATO RINGS EG HULA HOOPS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7874,"RINGOS OTHER CEREAL WHEATFLOUR AND POTATO SNACKS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7875,"CHIPSTICKS OTHER POTATO & CORN STICKS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7876,"TORTILLA CHIPS", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7878,"WHEAT CRUNCHIES", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
7884,"CASHEW NUTS ROASTED AND SALTED",  174,"Average of CO2e values for Almonds from From Clune et al 2017, multiplied by1"
7885,"YOGURT COATED PEANUTS/RAISINS",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7886,"FRUIT SPREAD WITH EDIBLE SEEDS", 25.9,"Average of CO2e values for Strawberries from From Clune et al 2017, multiplied by0.4"
7887,"FRUIT SPREADS STONE FRUIT", 25.9,"Average of CO2e values for Strawberries from From Clune et al 2017, multiplied by0.4"
7888,"DRINKING CHOCOLATE INSTANT NO SUGAR DRIED",  100,"Dont know what to put here so put 1"
7890,"INSTANT LOW CALORIE CHOCOLATE DRINK DRY WT",  100,"Dont know what to put here so put 1"
7891,"COFFEE ICED OF FRAPPE",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7892,"BABY PURE FRUIT JUICE CONCENTRATE FORTIFIED WITH VITAMIN C",  100,"Dont know what to put here so put 1"
7893,"INFANT AND TODDLER FRUIT JUICE AND WATER DRINKS RTD, WITH ADDED VIT C",  100,"Dont know what to put here so put 1"
7894,"COLA CHERRY COLA CANNED NOT LOW CALORIE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7895,"COLA NOT CANNED NOT LOW CALORIE NOT CAFFEINE FREE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7896,"COLA CHERRY COLA LOW CALORIE OR ZERO CANNED NOT CAFFEINE FREE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7897,"COLA LOW CALORIE NOT CANNED NOT CAFFEINE FREE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7898,"CARBONATED LEMONADE CANNED LOW CALORIE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7899,"LEMONADE LOW CALORIE NOT CANNED", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7900,"CARBONATED BEVERAGES NO JUICE NOT LOW CAL CANNED", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7901,"CARBONATED BEVS NO JUICE NOT LOW CAL NOT CANNED", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7902,"CARBONATED BEVERAGE NO JUICE CANNED LOW CALORIE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7903,"CARBONATED BEVERAGES NO JUICE LOW CAL NOT CANNED", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7910,"PEAR JUICE DRINKS CARBONATED NOT CANNED NOT LOW CALORIE", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7911,"SINGLE STRENGTH HIGH JUICE FRUIT CONCENTRATE, NOT NAS, NOT BLACKCURRANT", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7912,"MIXED FRUIT JUICE DRINK, RTD, NOT LOW CAL, NOT BLACKCURRANT, 50-70% FRUIT", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7913,"SINGLE STRENGTH FORTIFIED HIGH JUICE FRUIT CONCENTRATE, NOT NAS, BLACKCURRANT", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7914,"HIGH JUICE RTD BLACKCURRANT NOT LOW CAL", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7915,"SINGLE STRENGTH FRUIT CONCENTRATE, NOT NAS, BLACKCURRANT, NOT ROBINSONS, SUGAR~10.9G/100G", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7919,"C-VIT CONC BLACKCURRANT", 51.5,"Coca-cola website retrieved 20 Dec 2017: 170g for 330ml can = 0.51g/g (which is similar to Tesco 2012 Cola 12 X 330 ml can multipack gives 140/250 )"
7921,"THOUSAND ISLAND DRESSING LOW CALORIE",  100,"No idea so default to 1 - likely from the processing?"
7922,"WHITE SAUCE SKIMMED MILK",  100,"No idea so default to 1 - likely from the processing?"
7923,"CREAM OF MUSHROOM SOUP PACKET AS SERVED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7924,"CREAM OF TOMATO SOUP PACKET AS SERVED", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7925,"CREAM OF CHICKEN SOUP CARTON READY TO SERVE", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7926,"MUSHROOM SOUP, PREMIUM, CHILLED, CARTON", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7927,"CREAM OF TOMATO SOUP,  CARTON", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7928,"VEGETABLE SOUP CARTON", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7929,"CARTON SOUP OTHER READY SERVE", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
7930,"APTAMIL FIRST INFANT FORMULA DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7931,"COW & GATE FIRST INFANT FORMULA, DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7932,"OSTERMILK (FARLEY'S) DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7933,"SMA FIRST INFANT FORMULA MILK, DRY WEIGHT (FORMERLY GOLD)",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7934,"SMA FIRST INFANT MILK READY TO FEED CARTONS",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7935,"COW & GATE INFANT FORMULA FOR HUNGRIER BABIES, DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7936,"OSTERMILK TWO (FARLEY'S) DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7937,"MILUMIL DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7938,"SMA EXTRA HUNGRY INFANT MILK FORMULA DRY WEIGHT (FORMERLY SMA WHITE)",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7939,"SMA EXTRA HUNGRY INFANT INFANT FORMULA MILK, READY TO FEED CARTON",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7940,"OSTER SOY (FARLEY'S) DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7941,"COW & GATE INFASOY INFANT FORMULA DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7942,"ENFAMIL PROSOBEE DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7943,"SMA WYSOY SOYA INFANT FORMULA DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7944,"JUNIOR MILK (FARLEY'S) DRY WEIGHT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7945,"SMA FOLLOW-ON FORMULA MILK, DRY WEIGHT (FORMERLY PROGRESS)",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
7947,"PURE FRUIT PUREES NAS ANY FLAVOUR READY TO EAT (ADDED VIT C 10-20MG)",  100,"Dont know what to put here so put 1"
7949,"FRUITY JUICE DESSERTS ANY FLAVOUR E.G. HEINZ",  100,"Dont know what to put here so put 1"
7953,"AMERICAN HARD GUMS",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7955,"FRUIT AND NUT MILK CHOCOLATE",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7956,"CHOCOLATE AND CANDY COVERED NUTS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7958,"MILK CHOCOLATE RAISINS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7959,"MILKY WAY BAR & OWN BRAND EQUIVALENTS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7960,"WHITE CHOCOLATE BUTTONS MICE",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7961,"M & MS CHOCOLATE CENTRE NOT PEANUT SMARTIES MINSTRELS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7962,"CREAM EGG/MINTOLAI",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7963,"CRUNCHIE BAR",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7964,"SNICKERS BAR & OWN BRAND EQUIVALENTS",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
7965,"CANDY TOTS SKITTLES TOOTY FROOTIES JELLY BEANS",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7966,"TRACKER BAR PEANUT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7967,"TRACKER BAR CHOCOLATE CHIP", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
7968,"SUGAR FREE MINTS",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7969,"MILK GUMS",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
7970,"CHEWING GUM SUGAR FREE",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
